Bridge_ID,State,Latitude,Longitude,Material,Age_Years,Length_Meters,Lanes,Deck_Condition,Superstructure_Condition,Substructure_Condition,Daily_Traffic,Truck_Percentage,Avg_Annual_Temp_C,Avg_Annual_Precipitation_mm,Last_Inspection_Year,Repair_Cost_USD,Repair_Time_Days,Deterioration_Rate,Failure_Probability
100344,NY,29.217139266494698,-106.23102317889992,Concrete,27,237.72177931439668,5,8,7,6,53484,5.5341846719492995,31.88995314973336,350.7828340033586,2012,4633632.865640737,65,0.15478440653609027,0.09746260147253138
100345,GA,36.784009748219276,-77.74749837293021,Timber,22,524.9064592771304,3,6,7,5,198727,28.530403079398283,7.54947995840125,482.42024343658454,2021,3018178.7891693832,50,0.08451289155088644,0.08090031805882221
100346,FL,44.806090027104474,-97.81851955247177,Timber,62,1735.1826827220332,3,4,8,5,96631,38.91628944632999,-1.192466260968013,1323.417708366227,2022,4807514.237542342,314,0.10384884494416205,0.09936458754102258
100347,TX,44.072015576809584,-76.69728894285745,Concrete,64,483.7779324336839,5,7,3,6,33683,29.940112036973016,-8.672111162104754,840.1154307897184,2021,662895.4814760223,168,0.2728890928340298,0.0817039800258683
100348,FL,24.344229359363244,-83.97536577477679,Masonry,70,1292.0048709713078,5,5,5,4,142391,11.584248000531144,9.430550591119005,758.9177238695762,2016,3157373.8086317047,98,0.0797757033043878,0.007977951088034565
100349,TX,43.5249206443858,-90.92656624487955,Concrete,84,1084.7652769058413,4,6,7,4,96315,8.909726443207045,17.730251786752042,798.7711950694135,2023,1516497.394161319,56,0.11300303852396872,0.084036705197197
100350,IL,47.84298534198915,-76.15969966648001,Masonry,21,935.0750766142578,2,8,7,5,138218,14.435452839586125,27.818541689375436,311.2122204581131,2014,2092325.713543695,3,0.22765246231621084,0.047463785670000244
100351,MI,42.79750935731303,-109.52922307282422,Masonry,79,1589.9796055191107,4,7,8,8,76715,7.72277151646062,12.858084786144474,1489.5071861465963,2022,3900141.008454382,228,0.0582008031338947,0.05229041428434977
100352,GA,41.094379174887465,-124.48799246241965,Concrete,59,1322.8756903937838,3,7,3,7,178556,27.830646013875352,9.59338549596086,287.7850925586673,2016,456087.5851654368,25,0.2695666510679457,0.08838321284689328
100353,IL,35.23605892605918,-105.26676232430039,Composite,86,1933.2517506473,5,8,4,4,140146,20.61667752329557,-5.361877750175317,560.2925909538772,2010,1384280.4171760334,153,0.076151178619053,0.01554889428179268
100354,MI,48.466972174789845,-124.41810995126934,Composite,21,1897.0878747748634,3,3,8,5,2938,12.900870056858547,10.618988103252754,1449.9006154135038,2014,3495608.679079632,25,0.1857829918833486,0.07577851817246693
100355,OH,45.61504921859002,-75.53344200495889,Steel,91,296.3032443546339,5,6,4,8,103373,18.823756614138457,34.217398032598574,1468.939347515619,2010,4319092.53633645,95,0.048741729440532434,0.04629628183409826
100356,NY,30.917542433711937,-109.64567345863736,Steel,29,548.487037597266,2,4,3,7,2746,11.792255386866268,-8.56214549207819,819.0581241426158,2018,3464103.7490079687,278,0.2998082912389529,0.020900835867006428
100357,NY,31.17292702780329,-104.85875604530311,Steel,62,1346.3790378646395,3,8,7,3,84910,18.63386587300182,36.650734953379825,428.3607333597158,2023,1246388.6408215282,218,0.23182719399354346,0.011954142413256992
100358,FL,32.9455420519657,-124.436890186096,Masonry,84,236.4751472694696,2,8,5,3,88113,14.187178494160985,18.371618678095572,1812.6862003470949,2020,968706.6480726006,164,0.10353441215523809,0.06331163765714903
100359,IL,26.107161967491685,-116.03800783789369,Concrete,81,523.9531779878752,5,6,4,4,113006,30.431039268941188,14.981118209663784,367.2103168485743,2021,1833112.1142621215,13,0.25490349021406317,0.08307225080010927
100360,MI,47.923393598547555,-96.42467580183667,Masonry,26,1524.2210986340708,2,4,5,7,147726,26.099937727541676,24.58942064866592,821.1115394719257,2016,4216414.808395828,6,0.06440731624388418,0.036207140721993984
100361,TX,43.85501534757775,-84.99377656630439,Concrete,32,767.9203812234734,4,5,8,8,77961,39.83321564826749,0.31291081279790944,1322.0824950245162,2021,1880624.4637465794,303,0.137211130734825,0.009308571271731545
100362,TX,39.664675996150514,-72.08695200174927,Concrete,55,1693.276809087709,5,8,4,4,44536,14.079849859811409,19.21424066235084,600.7020075812908,2019,1520051.1472260086,9,0.25309283083221307,0.05888235814247207
100363,NC,40.2175587427263,-101.20219589991085,Composite,40,1971.555574794975,3,4,8,4,12823,36.09194483569746,7.819261640543509,1948.047916105997,2017,4945263.938310509,327,0.07348136343205194,0.047700659101113374
100364,TX,32.31133853693238,-71.55902547553224,Composite,40,1270.6206413071166,2,7,8,8,25294,36.98271725213482,33.994614496863605,1543.1129783353115,2020,2513356.5731092184,170,0.24935518717572716,0.0356883052783786
100365,PA,47.41764088289722,-97.8684254980597,Timber,84,582.584224171212,4,7,4,4,192076,28.86576284646476,13.02919655651155,349.18207392559,2010,4621710.076718618,139,0.19658179536942444,0.03916921894483593
100366,NC,31.429877517333615,-105.18039527571172,Composite,83,531.6292881434753,2,8,4,8,6715,34.60102066681816,1.6568329559554655,1835.8368915447784,2012,4944095.833564329,320,0.06398797687821636,0.008927503127360546
100367,OH,41.71652430869406,-101.38905100674165,Masonry,80,294.50678950803695,5,8,5,6,48886,6.399443050062702,17.530632741123657,1296.9719044712417,2019,4452757.922149297,47,0.20731521907640307,0.015397349737268896
100368,TX,25.585958731604567,-90.43840904796409,Concrete,72,1920.4377504902675,2,5,8,8,153669,28.872691419095613,39.23488900017111,772.4843139619285,2019,2120018.6636174675,116,0.04507498844750156,0.010678744653077814
100369,TX,34.89465002883212,-94.68742159050522,Steel,32,717.9492527408029,2,7,3,7,51837,32.85275004144516,2.864642984472601,848.4923152219881,2015,3786222.589800175,234,0.17926497018762977,0.042070946730876815
100370,MI,36.994701152025684,-121.02401014108553,Steel,25,607.3078063105811,5,5,4,8,164120,29.60148805053862,-2.4278593499119117,312.590208609608,2018,1095275.2030591702,252,0.10974016168138068,0.08480978483329032
100371,PA,47.789303626149646,-109.93475859608917,Timber,45,50.96120968918722,3,5,8,5,37487,27.4543301054512,34.58189685965988,1123.2702983162992,2017,4196681.979011957,313,0.03463784886702525,0.030411742470772787
100372,MI,40.29546226371782,-122.50671120985152,Concrete,19,510.9302362166657,4,5,5,7,18110,25.80611034867843,14.211779687013085,1852.2023900287488,2017,1665413.1098467538,155,0.21544540142778792,0.08546531313540459
100373,PA,36.71039946496906,-97.34731863060159,Timber,52,934.311628678183,3,5,3,3,85801,13.70623469477621,25.737486970784865,551.0085243812672,2022,3558406.932992407,82,0.2490223570519243,0.0833523430518414
100374,MI,47.16381356618941,-74.16962134445251,Concrete,67,293.49280925404327,3,8,6,5,186722,39.03523977305996,-0.013367298044050457,1055.6432958771627,2016,1017996.1077270153,364,0.17827771906898437,0.028583611739705195
100375,NC,33.02298614170138,-77.65703000375852,Timber,18,555.2985666157236,2,6,7,6,130520,7.903519862902127,2.7926736884052765,1130.3833050351554,2023,1315950.2018076486,97,0.2691153327576243,0.08621549917770437
100376,FL,36.64656373589361,-107.99259209782502,Steel,6,351.2210531268281,2,8,5,6,106037,8.484790674795704,32.16671990970682,918.7923207030433,2017,562671.2180348784,194,0.27623236524692996,0.09874869960022581
100377,TX,41.995124766608,-89.35159514887954,Concrete,97,946.8998002451928,4,4,5,6,136972,8.099996897477281,9.83986257295048,1887.5799616167103,2012,4469077.166853194,332,0.09799519496464174,0.0836977881560761
100378,CA,24.564239525369597,-90.5791666533047,Concrete,27,1984.3710018861857,3,5,4,6,20470,11.84337466092845,-9.366484173099451,951.2046505385318,2015,1193573.7881861806,50,0.22152374846686254,0.046401285883167304
100379,CA,39.41485864777067,-95.87952814705612,Concrete,73,330.1714401851773,3,5,3,4,186660,16.197152402988642,7.45511930392891,870.553556992536,2022,4817390.628927647,61,0.08051384067452144,0.0029602882648572682
100380,NC,35.28761788057972,-76.88908062210703,Concrete,75,206.49802735020938,3,6,6,4,120477,21.050280230797615,7.33144479452729,1449.4817221888734,2022,4033170.527944309,198,0.22903456910830308,0.08244316141977016
100381,NC,46.31103006363625,-114.39982230724698,Timber,30,1437.247706993948,5,7,8,3,118810,14.74398793980821,36.635786920331235,609.443622669555,2011,1630078.4429715434,27,0.19443446063100883,0.05591322344103949
100382,TX,41.51235166523482,-73.76330373884431,Composite,47,723.4966954156833,2,3,5,8,27018,6.3599073582278125,-0.6809340161974173,1394.8417149890488,2020,2580546.8262853376,296,0.26004638334143987,0.04472267111493137
100383,NC,27.772380189701167,-67.49281861636462,Concrete,66,619.1520806194665,4,3,6,5,68315,18.607937153018778,11.369529827026511,1080.9383401237562,2022,2498578.344157586,70,0.024275243116175772,0.008641442384912362
100384,MI,35.65135972770736,-92.49918501041032,Composite,45,610.1450631780299,2,7,8,4,35906,34.18926231753524,11.036601002280275,580.7302001132603,2014,1457408.5545194466,330,0.1109384248967371,0.016511463117769243
100385,OH,35.456165300176465,-86.20246254981129,Composite,94,975.6692683625347,5,5,5,7,67333,19.618484397899536,18.099656142418727,1647.5706137517966,2011,3950331.4040174857,122,0.2015038625455186,0.016469028897722
100386,MI,37.34339473296602,-90.42780209988969,Concrete,97,1958.8073019698584,4,7,3,7,90841,19.382635307784433,4.489891108718256,1467.7301806888236,2021,4719242.311913158,27,0.016601956404455123,0.02256474052874794
100387,OH,25.30732635046898,-95.7701193212929,Timber,92,717.3567502618278,5,8,7,7,139490,37.28654900157041,30.677102897081546,1807.7120919538154,2022,2895121.6083516884,186,0.20266169668590098,0.09471529925172148
100388,OH,43.58382696081897,-124.90866536150966,Steel,95,536.6092969611902,2,4,7,6,76261,30.580404622032315,2.264129501925808,1204.0459418223413,2010,3237671.00273487,190,0.24982051568022975,0.020209195693305846
100389,NY,44.429757470267866,-71.89696384778853,Steel,14,1846.0477891570904,2,8,7,3,4143,32.93731754007981,30.70686873104053,693.7953807287383,2019,4232133.848602145,21,0.28580930721691644,0.00319950746009317
100390,TX,29.28414931281881,-78.40422549174676,Masonry,32,137.67400828687187,2,3,3,5,110817,14.153267540593136,-2.2680857561407164,224.83811752600658,2020,3856759.9153852947,75,0.0849065125330979,0.08209648632758887
100391,OH,41.529030498632395,-84.4406814475548,Masonry,50,1924.036967777332,4,5,7,5,23555,24.35856624667473,38.52509601602918,953.8402828553005,2012,982928.9200758607,65,0.22454011988977435,0.035256937729711814
100392,GA,40.93423449234229,-79.56783186339564,Timber,61,478.0928710864912,4,5,4,5,14567,23.75678058501942,36.15753000725217,822.9108641898953,2020,2801919.703286335,83,0.047582487304788666,0.03689018626657151
100393,NC,28.572111161835632,-84.25313638100076,Composite,16,845.2228066357526,4,7,8,7,12888,31.357102985149822,-6.516578179949403,1772.469101743851,2011,3505878.5148411663,209,0.058835857639302554,0.01966474017172722
100394,NC,33.58423817424055,-86.99758356038939,Timber,62,1384.8313202669922,4,7,7,6,164614,7.9789512832826315,-1.9374085509388923,360.4154806403187,2012,3207742.3974993806,89,0.08270295159514172,0.08498309474609858
100395,MI,48.939658217057634,-76.06881061489045,Steel,58,249.93242881206777,3,5,8,3,81419,39.478110623512535,29.6320811966417,1883.2341921948396,2016,25313.722691381583,228,0.038264949583240185,0.09905957775838606
100396,FL,40.06904635487224,-112.8761041960323,Masonry,65,1989.090105287281,3,3,6,3,16351,10.727255477765997,33.43216696760797,1655.3837547086484,2018,964206.9237300395,28,0.21659495789351735,0.06647122214572276
100397,NY,44.31975840076234,-112.99284670574433,Steel,72,1494.7575327462241,5,7,6,7,156829,9.859776138718065,-6.718640427146174,643.8699163261667,2012,2152022.335939948,200,0.09882099031853869,0.0077376458541378815
100398,PA,28.905014473516218,-108.53084337715713,Composite,27,1084.465555463104,5,6,7,3,21077,17.305582778070466,-8.92642426872696,1506.305317137595,2015,2640735.4736048714,291,0.06538330430582885,0.040195126764040766
100399,OH,25.72668482660628,-106.22161551904844,Steel,57,367.1526331454442,4,8,7,7,135712,18.991620879017383,3.2835122170747777,227.35906416002047,2017,1762190.368802561,213,0.14262348827620566,0.06071015231501053
100400,CA,28.87904224433097,-78.38535476407455,Composite,28,1564.9717520509025,2,4,7,8,134330,29.108599484618335,-6.040638079228469,1197.551078250227,2018,3546282.830311927,350,0.27590900265480434,0.016776427363251762
100401,TX,26.94918494545681,-93.36742229110061,Steel,59,1689.3035808631182,2,3,8,6,66519,18.709164455088583,-0.8715245327167356,1926.1541671745304,2020,1405481.0532290128,17,0.08696126682656614,0.0684251562533843
100402,GA,33.50902940528857,-120.57219870569081,Concrete,14,1880.7269647543321,2,6,3,5,191803,37.93433860249385,14.70542348987859,1796.8700050980956,2020,2715815.2702992912,70,0.20783100496857193,0.03221142005237631
100403,FL,39.49415843095901,-99.30198974894486,Steel,62,1665.3560203656311,5,6,3,3,144217,23.9218755869497,9.162527149297048,529.942084559281,2011,2542275.0387015524,40,0.24056399404213613,0.011224593321180445
100404,PA,39.83775467949888,-109.19869618285777,Composite,61,442.11641579739046,2,6,3,4,98131,16.854488093232064,-2.369073431634713,874.8752118413414,2018,3720947.875528495,53,0.2380626784557898,0.08189869690085104
100405,PA,24.25244988703581,-110.9438847187761,Masonry,97,342.3162458625196,5,7,6,7,150193,20.59296238037534,0.8104136181907791,989.8034499799837,2019,3031743.2344935006,202,0.2455922329749205,0.08295312991593895
100406,NY,35.87405159916001,-114.86505030552404,Steel,84,248.7360185740504,5,5,7,4,83654,12.833401831941586,39.7943383404429,1949.8799756282428,2016,1930404.9583098798,74,0.07094976025154869,0.02413954803521146
100407,PA,24.089640193287824,-108.19339896480432,Steel,76,208.8990751911686,2,6,4,3,89246,38.01337632441815,26.888230831484307,993.3202304753605,2011,2035832.4796820136,14,0.15463401695578494,0.039367250142751296
100408,FL,37.78817286390755,-70.57563962156411,Composite,26,425.6370124679032,2,4,8,4,198410,18.308527737179936,-1.440382074700782,1183.9092826333597,2023,113167.4818658964,4,0.2759368452276642,0.07065483778426072
100409,FL,44.79415233772897,-97.42714563695708,Concrete,15,56.36050721646128,2,4,8,3,4226,5.221167282890579,-6.28223249681378,585.8039045372609,2010,2353145.6985014672,30,0.20621630626036766,0.05559824622199822
100410,NY,31.691876417257284,-105.75901161767794,Timber,14,1849.6390659461358,4,8,8,3,143645,11.88307737982011,27.59484476887264,349.31608006629057,2011,3422284.995225459,116,0.15180442205759187,0.07755495237492178
100411,NY,33.12510856032089,-67.22102934109625,Steel,84,632.8972608130767,3,4,5,8,101980,7.083040088972461,7.140986613106723,1872.3858235441796,2022,1466564.8591029649,203,0.040058654548879774,0.08264631638771039
100412,NC,47.53761720693623,-116.61681542129286,Steel,83,1444.6328711496703,5,3,3,7,112316,23.100571202382632,-3.598972755662718,912.6108355338671,2018,1598265.758243219,2,0.14701894199289883,0.03372326342395833
100413,IL,29.413027701107954,-110.40993191446499,Timber,7,1790.331224112838,2,5,4,8,2515,37.36820185604944,16.554733932981016,855.195407371672,2017,1621708.5962417263,364,0.01864329170647025,0.028761327812764005
100414,TX,46.792975015572324,-97.19637411080697,Concrete,51,1337.567992767272,4,4,6,3,63289,6.08079114512622,16.042456361823763,1761.650183173127,2011,4458258.252574494,243,0.01282121802697931,0.0771151925796654
100415,PA,31.849711897400997,-76.8494419222304,Timber,78,301.37340971628674,3,7,8,6,177591,17.25286269685565,1.2616287559011763,666.973776842591,2010,3845527.304889457,208,0.28886753666361187,0.07534439558579546
100416,TX,42.47835914670277,-75.59484810664273,Steel,66,1337.612794785503,3,4,6,6,143170,8.66386586084459,7.481701100911195,598.3019881579444,2019,2467983.5001975587,60,0.2607904329680974,0.08463169197146557
100417,TX,39.59672356444145,-116.91068522088676,Timber,42,1760.0435515417946,5,4,6,4,137889,23.406313185498664,-4.98593254116055,1959.4957161533594,2014,721986.5866373617,20,0.2806123172614379,0.015956710364762112
100418,PA,38.8259501341618,-109.58949179417945,Concrete,52,1678.6193118784015,2,4,3,3,171461,13.772106066520273,-2.8479840154722016,1663.4666669958865,2010,2892951.8113962864,157,0.04115083561614417,0.06697551607245766
100419,FL,35.24789286062186,-92.39074666736111,Composite,77,99.3859928895945,4,7,5,5,118368,10.722106120102314,33.286647854416955,1048.5097852803756,2017,4414056.6557164,145,0.02953776506856888,0.01626930131332659
100420,NY,43.56318450204054,-103.70944086215577,Masonry,72,406.8182765385711,4,4,6,4,155859,6.2026262254920965,23.961230482571857,1232.0305327560914,2013,1923389.3493426368,68,0.21614556463077786,0.042653002738935866
100421,NY,27.010483682987903,-118.0775075977405,Composite,68,164.1702038746184,3,3,7,7,74173,21.60475887884741,15.257152620955527,684.3118434223495,2013,1242657.2180425932,251,0.1391780108915596,0.08795437051156439
100422,FL,41.626449151802866,-82.92361495188106,Composite,41,1295.835831509589,3,5,5,4,131722,22.409000461495047,2.1161219262375894,1352.8634420785995,2016,4117690.2209760207,141,0.125895610818259,0.06743137569603459
100423,PA,36.97575388445228,-115.64897618241952,Masonry,65,834.3869654408038,2,4,4,8,40536,12.136703061747799,-4.11365038082039,889.9737630383977,2017,4131767.194967558,273,0.2946802403468402,0.00661505304533766
100424,MI,39.80401296037769,-122.27923503700985,Masonry,99,1688.102058783858,5,5,4,3,92898,39.07253087540594,19.849170604647085,553.0618744570484,2013,1331985.0899915735,261,0.07822408966458512,0.08972600666928932
100425,PA,24.397151671961375,-120.51234997835847,Masonry,54,698.927249231835,4,4,4,8,45437,31.09409453176514,3.683353940394543,1540.045595078559,2023,2701949.3666035696,44,0.2482779490421515,0.04396690614110201
100426,NC,42.861800712809796,-78.68348490499747,Composite,42,1985.999432100261,5,4,7,7,84192,11.89025371661278,34.89139948785228,659.057157197883,2015,152514.2145072299,250,0.023862615682994165,0.028379437534208917
100427,MI,48.68405279045902,-103.37682715694862,Timber,52,69.19589858800614,2,7,8,8,52912,37.910249068501344,33.11443731763583,1156.430138329697,2017,4854080.91155553,132,0.018081304660596834,0.08734152212852082
100428,IL,39.62454413648057,-106.13939119636987,Composite,55,1062.9122421881295,2,4,6,5,61880,7.34888128153599,-7.785406940867242,644.9986279873551,2011,3258370.509274868,52,0.05902187475224588,0.0072472887314671604
100429,NC,38.39763645131724,-111.94429205665851,Timber,83,12.4540603350056,3,5,3,3,128411,21.085619229461155,9.087351905287754,519.0796151533004,2015,4118499.7428376945,141,0.19162892979675436,0.050672223690605506
100430,MI,34.206494290437256,-75.59680954361625,Timber,82,1067.4796507907197,5,6,4,3,84062,6.279606892523706,20.764876037595524,328.3384440687874,2014,945354.7728232192,250,0.23222920630030924,0.06677688416235135
100431,PA,44.81175568755618,-99.33127101103898,Timber,92,1075.003805567899,3,3,6,6,64859,24.189047689703777,8.098611388998943,899.2433786930974,2020,700667.2898053315,78,0.22586568996649461,0.004302301639348215
100432,NY,24.46966692990647,-74.27647917765562,Timber,98,41.46516624879625,5,7,3,8,147320,23.64064346310289,25.705633866491624,1112.4894391054263,2020,2198266.39131388,342,0.21951840967111483,0.08071807179328262
100433,IL,45.351017409262006,-84.27352235237498,Steel,80,1123.9580566282725,2,5,3,5,67761,6.508959709937468,1.9686339265271773,376.13006395973946,2011,2447018.5510711344,209,0.23999396535272205,0.03963685704170956
100434,IL,43.75481804471495,-97.50539813185632,Masonry,92,54.90374577770851,2,4,4,8,27141,28.37841111636755,-9.881573081226243,417.45987407006464,2020,3350407.205469009,328,0.13734288892293206,0.02127935835906178
100435,IL,45.204168354901384,-79.13505511260132,Timber,21,1090.5984797053309,5,4,4,6,167132,22.685094511239726,24.78640403657429,731.9004913204377,2022,976740.6621715131,93,0.19731848471768937,0.0858401940280745
100436,MI,31.86555916827747,-123.4398083237436,Steel,33,1185.8047557000934,4,7,6,5,119235,23.940993887811423,16.104672276160713,1892.0578928701173,2018,3041856.959094177,267,0.025293411308535095,0.03047243654702824
100437,PA,35.957021498102506,-83.62836388208316,Concrete,23,1493.7750516668095,4,4,7,8,80663,35.75084491189426,16.699992651520876,871.2367720281931,2018,451475.8124985147,108,0.11494329646012014,0.08984246270424279
100438,TX,38.973027051052114,-124.22725287331345,Masonry,55,526.471078484585,5,4,5,7,170751,23.307603537171126,-6.98553994936896,970.7468925186336,2010,3940128.9721690044,349,0.1380713969898509,0.09257864060236494
100439,MI,40.655752967357515,-86.29253729152248,Masonry,21,45.89233245900484,4,7,6,6,140594,10.28769209149037,-6.032329133060412,256.7909057444594,2015,2252221.0379585996,138,0.2039219372371642,0.026671342917720154
100440,NY,37.70908780244306,-96.38506613429813,Steel,11,1157.0063658546114,4,7,8,8,117492,13.838140640579976,12.175257868179639,1433.366108947903,2018,3045990.9185506674,75,0.09927164760271637,0.04141777415320767
100441,NC,44.2256582039034,-119.93415147287597,Concrete,22,127.90133647940154,3,6,8,5,35621,17.38421790596024,7.3653754458478815,758.4822704910406,2017,543851.3972138753,84,0.10152555183315387,0.055761606656220986
100442,MI,27.0011271526386,-116.25392960061528,Concrete,67,853.5715221516507,2,4,4,8,116699,14.857687270564785,39.8638044464967,1834.8463503112487,2014,3748966.3900536066,42,0.09212074963674481,0.0805947331073472
100443,GA,40.88171531205611,-121.95755200096399,Composite,58,1875.0610932924158,3,5,4,5,122168,26.26968092375109,0.08825683112768345,1858.571713908938,2023,4504294.192944607,265,0.09984178609761722,0.041802914789722395
100444,MI,30.218443425999258,-67.79944584327428,Masonry,18,590.9655930784646,4,5,3,7,45366,16.60744291359744,21.44238088047781,1072.887038490314,2021,1911352.432216034,40,0.19041334713816058,0.04141693597168195
100445,MI,42.14826969007582,-69.26214260926616,Masonry,8,1687.6632124340192,2,8,8,3,146124,8.77177176327502,12.223497242082857,751.039936721817,2023,1581960.7217751003,113,0.24363759783117933,0.01294866822593366
100446,MI,25.88426074293599,-86.41908123882612,Composite,41,1087.147130716342,5,5,3,8,162392,6.709732481113497,7.905265359352303,1127.825457835616,2017,3179095.4832466915,322,0.1433450722695841,0.0011547291121303037
100447,FL,40.479367870006605,-80.22050946087217,Masonry,96,1206.6246259009804,3,3,6,3,108360,16.18330308152491,17.827940288266827,767.2407547867875,2015,2072872.6064247845,330,0.2907522543398997,0.0536962371817933
100448,FL,44.205473276590126,-107.46530743694389,Steel,57,246.42391746608,5,6,5,4,54189,18.53263648049661,14.556611658883,820.522675953805,2016,3882522.5723932805,13,0.08596434509567873,0.017618974147195574
100449,IL,31.99027020178931,-95.70168740682851,Concrete,97,1323.105394067753,5,4,7,6,115895,9.347289581273555,5.150934048454612,1757.7615627773723,2018,1553872.789704257,124,0.13660647599180148,0.057613975435523386
100450,NY,46.50453098104861,-103.38801458424138,Masonry,60,1709.150166117335,4,5,8,8,123460,14.656162959331743,10.215656439872049,1060.4824173485154,2015,2688202.237404327,34,0.26314269740452395,0.07768522379442655
100451,PA,45.89473943135067,-112.07476262645649,Masonry,43,562.4515399757793,3,3,4,3,38288,14.99298243883919,-5.027048641983114,1554.462104436836,2014,4474037.26949759,200,0.03823218076999132,0.06962848135951731
100452,PA,34.69991294385288,-101.756962929735,Timber,86,1517.2264727470515,4,6,7,5,78988,32.77783353363054,18.572163447520076,482.1857297952306,2012,4373644.341796431,363,0.10877530892985679,0.020325290648836494
100453,FL,40.80014989643062,-90.5376586558329,Timber,56,1125.881470065843,2,5,8,7,192449,15.709665546946932,26.24675653209694,1252.2925757445073,2018,4662046.772000135,93,0.0259319580366923,0.09464704494947959
100454,NC,48.31277786906493,-105.14920780248542,Timber,20,520.2956095426225,2,8,3,5,64718,20.950370566200817,-8.336594306746017,928.0360308695537,2020,2136510.194049489,348,0.2220290462956002,0.07899233068153037
100455,PA,41.06744426251062,-82.69031147584548,Composite,78,1731.539141342142,3,7,3,4,179311,5.121298854958325,29.935863028579213,1762.8680546709236,2017,1973353.3049581265,278,0.20208759924345782,0.07357788562851109
100456,MI,39.199257978603924,-106.89897576446015,Timber,11,1916.7847700697987,2,4,4,5,187869,12.849025989809373,38.077046252632194,1238.6191543929258,2010,3979599.992782406,351,0.22796595138514786,0.04562263353953128
100457,NC,34.72874491804751,-116.18806545372509,Masonry,65,865.4601669567893,2,3,6,8,103349,22.527009193771644,9.518110759670577,1946.6569852003302,2010,4204747.454351656,60,0.11616370042793767,0.08980881052413754
100458,MI,30.675837906919234,-103.19044162784525,Masonry,61,679.544151404426,3,3,3,7,43747,13.28114935148167,18.154229658505443,1825.9746008435652,2012,2615002.316323028,240,0.2879920430045943,0.06164678709077605
100459,TX,26.99252508800657,-72.32071688983712,Timber,55,1920.8992716252665,4,5,8,7,135715,12.028292083944189,23.9356677724521,726.543419521269,2012,1338328.8502856623,9,0.08770852847157481,0.015745282894024597
100460,NC,28.998232791608082,-95.30199889469216,Concrete,37,114.46448943309655,5,5,8,4,120148,26.161734865798422,38.58160188824468,1945.4911793742565,2018,4010167.6214055344,285,0.057198935843006726,0.027247178985194753
100461,CA,34.8667240783139,-95.92235053015465,Timber,10,1457.510704360303,5,5,5,7,42111,31.38820091509,12.142807549646683,619.1596298185781,2022,1140697.0174648652,81,0.03765535587442731,0.005150483879951547
100462,TX,30.83704349930208,-120.83361593186912,Masonry,81,1918.4101024553463,5,4,6,6,172249,24.323628563339184,-7.627411226518329,233.74400250414175,2023,3343069.1447512954,113,0.28774494586302984,0.032985335937348106
100463,GA,37.791098393084695,-90.77734093926617,Masonry,99,1696.1844446194639,2,4,8,8,8379,11.281691742141273,39.40776497930363,1284.6164084839168,2015,4770887.709847685,93,0.06999316341116554,0.04427442084124642
100464,MI,39.730530716351076,-120.18767305759886,Timber,17,442.50957459564114,5,7,4,6,77369,12.626075858176396,14.50872162526056,822.9444532091389,2023,5843.304898760021,10,0.09756390475945668,0.06407594675953972
100465,NY,37.29060487216689,-81.72600796720043,Masonry,78,1385.7936168692488,2,4,4,6,197009,32.65800952346005,25.441709080387035,1648.6916040662943,2020,683960.5517717104,90,0.07569975540489551,0.09432048622585064
100466,CA,48.58373516233901,-90.20769626853169,Composite,15,1939.4806592507373,3,6,8,4,88005,20.207800621804566,34.573502472616156,265.6636250485576,2017,2957593.325757478,258,0.021681373357838842,0.07839354118506091
100467,MI,41.05118990276424,-103.60833641693773,Concrete,48,1180.0651851613504,2,8,4,3,48315,35.70311772890858,10.18875469400615,1123.5865990209777,2012,73437.36851331491,278,0.20652549670120002,0.07372906856686944
100468,OH,26.646259272440755,-109.23763997397133,Steel,74,42.70032565969617,4,6,7,6,150677,12.702553071829424,16.619924523139314,1318.7105112138952,2013,1895378.0699849974,11,0.155709539640538,0.020232777341544467
100469,NY,43.56895036076156,-79.16278778195172,Masonry,55,348.6065995953023,5,4,5,8,62584,6.949381615557234,23.487480276404767,1808.3457082146963,2012,4449503.837358784,75,0.024773509379607025,0.08433738003213455
100470,TX,47.11850991881636,-94.35145358695782,Steel,48,1597.2599467013254,5,4,4,4,90629,9.802635405996611,30.81981226392741,1195.0010196826038,2020,257718.74397812446,349,0.018490009389716372,0.0016673190419291737
100471,OH,39.04039302266808,-124.56782680616199,Timber,90,181.93143081047805,3,6,7,7,66771,14.240168117253777,25.92097197921663,387.45962960444484,2023,3881802.5821941444,276,0.1942074677128093,0.040767164535931294
100472,OH,25.242395887389055,-117.7274688938813,Masonry,11,464.6424897456954,4,5,5,4,63922,35.97127449399834,30.052402447996037,574.0620752762086,2010,711718.5019370759,151,0.0904810937520766,0.08757484917553818
100473,TX,48.92314621272324,-80.01913262592188,Concrete,24,92.74816201861508,4,7,3,6,199067,26.403892145295607,5.995692021762075,951.6513780233981,2018,3716059.832475021,323,0.24760745609311036,0.06067686121636324
100474,CA,38.26431011902164,-71.67862780099486,Steel,94,1446.4891134438208,3,4,5,3,78791,19.324284430552332,4.361893224936923,602.503267539292,2012,2803333.6501126876,131,0.09159896959460083,0.06838369757589426
100475,FL,39.73514748768141,-80.22991257531828,Timber,77,1644.9443140614983,5,3,3,7,27532,33.90441206752972,37.966519762885596,300.0872672855919,2023,2758646.295688055,80,0.07775124135886391,0.02807322572953318
